artists,genres,popularity,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,mode,duration_ms,count
Arthur L. Campa,[],2,0.63,0.99,0.618,0.183,0.193,0.145,-26.007,0.28,98.911,1,1,42240,2
Arthur Lee,['psychedelic rock'],45,0.712,0.545,0.398,0.756,3.09E-06,0.138,-7.54,0.0548,149.945,9,0,211960,2
Arthur Lyman,"['easy listening', 'exotica', 'jazz vibraphone', 'lounge']",12.35,0.376905,0.61076565,0.468516667,0.244756167,0.445867267,0.138065,-21.80281667,0.052743333,130.2572,0,1,164651.6,120
Arthur Mass,['christmas instrumental'],58,0.526,0.995,0.56,0.0308,0.969,0.105,-21.66,0.0632,94.437,5,1,116864,2
Arthur Merwin Greenhall,[],0,0.15435,0.9915,0.484,0.567,0.5535,0.266,-15.781,0.6045,74.242,6,0,214320,4
Arthur Rother,[],0,0.1466,0.988666667,0.388333333,0.080266667,0.2362,0.1088,-16.53733333,0.055466667,130.413,4,1,223548,6
Arthur Rubinstein,"['classical', 'classical performance', 'classical piano', 'polish classical piano']",7.865092749,0.204364924,0.989996627,0.348841484,0.095074132,0.859953001,0.136928668,-22.94,0.060891231,94.05255818,1,1,294060.8786,593
Arthur Russell,"['ambient', 'art pop', 'art rock', 'cello', 'chamber psych', 'experimental', 'fourth world', 'freak folk', 'minimalism']",37.25,0.2857125,0.2712575,0.55575,0.30125,0.151676375,0.194625,-16.789375,0.0627375,125.841125,0,1,288725,16
Arthur Schnitzer,[],0,0.453333333,0.703666667,0.692,0.104833333,0,0.230333333,-25.722,0.602,102.2326667,0,1,127066.6667,6
Arthur Schwartz,[],0.571428571,0.446,0.951,0.402571429,0.207085714,0.123890263,0.294714286,-14.67114286,0.047114286,93.71014286,7,1,189523.8571,7
Arthur Sullivan,"['late romantic era', 'operetta', 'victorian britain']",3.95,0.298715,0.94835,0.3941,0.118905,0.034950168,0.204545,-21.559,0.09064,104.6028,2,1,184622,20
Arthur Tate,[],0,0.145,0.947,0.112,0.262,3.62E-05,0.629,-11.672,0.0312,82.002,7,1,156360,1
Arthur Thompson,[],21,0.158,0.941,0.24,0.195,0.00303,0.112,-18.034,0.0428,83.406,11,0,525933,1
Arthur Treacher,[],2,0.746,0.99,0.461,0.616,0.00158,0.898,-8.381,0.425,61.214,10,1,282038,1
Arthur Verocai,"['bossa nova', 'brazilian jazz', 'jazz funk', 'psicodelia brasileira']",36.8,0.5175,0.60679,0.4669,0.485,0.213768986,0.26797,-13.417,0.0405,98.6315,4,0,176360,20
Arthur Warrell,[],47,0.142,0.978,0.0876,0.0341,0.00255,0.0977,-36.146,0.0608,82.591,5,1,202680,1
Artie Malvin,[],0,0.439,0.908,0.508,0.313,0.000232,0.111,-12.125,0.0318,127.419,3,1,186076,2
Artie Morris,[],0,0.64425,0.4805,0.544,0.40725,8.75E-05,0.198825,-12.7185,0.03785,98.30525,5,1,180633.25,8
Artie Shaw,"['adult standards', 'big band', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vocal jazz']",16.93877551,0.455832653,0.935142857,0.488122449,0.237877551,0.448907204,0.2611,-13.09761224,0.045195918,122.3627755,10,1,201476.5714,49
Artifacts,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'turntablism']",51.5,0.6875,0.1285,0.756,0.585,1.90E-05,0.304,-8.026,0.3055,127.189,9,1,252253.5,4
Artist Vs Poet,"['alternative pop rock', 'neon pop punk', 'pop emo', 'pop punk', 'texas pop punk']",54.5,0.732,0.10262,0.661,0.7275,0,0.0797,-5.7115,0.07185,133.003,10,1,198514.5,4
Artur Rodzinski,['historic orchestral performance'],6.75,0.16405,0.989,0.3335,0.2165,0.8775,0.10065,-17.558,0.03395,115.676,2,1,701920,4
Artur Schnabel,"['austrian classical piano', 'historic piano performance']",0.125,0.096025,0.987666667,0.312166667,0.108020833,0.884875,0.1445,-20.82404167,0.0418375,90.744375,0,1,540322.7917,24
Arturo Basile,[],1.904761905,0.128,0.973428571,0.256619048,0.160595238,0.17654676,0.230952381,-17.56604762,0.056052381,107.3787143,7,1,195010.7619,21
Arturo Basile / Giulio Neri,[],0,0.143,0.994,0.292,0.0951,0.0192,0.195,-18.395,0.0444,83.623,6,1,255827,1
Arturo Benedetti Michelangeli,"['classical performance', 'classical piano', 'italian classical piano']",0.2,0.1344,0.9892,0.3676,0.07053,0.8956,0.15788,-22.8824,0.03702,64.2596,10,0,351240,10
Arturo Buzzi-Peccia,['italian romanticism'],0,0.402,0.956,0.19,0.524,0.000155,0.525,-7.629,0.0432,63.005,9,0,175227,2
Arturo Patiño,[],0,0.5095,0.9875,0.498,0.3125,0.0001169,0.09335,-11.269,0.08325,109.489,10,0,160888,4
Arturo Sobenes,[],0,0.536666667,0.984,0.482666667,0.647,0.173466667,0.406666667,-9.8,0.093066667,65.33433333,4,0,162960.6667,3
Arturo Toscanini,"['classical performance', 'historic orchestral performance', 'orchestral performance']",0.240837696,0.283422775,0.917843106,0.31597993,0.203463098,0.474637215,0.280793106,-17.18523386,0.058347644,102.2357888,0,1,309308.7373,1146
Arty Skye,[],56,0.798,0.0103,0.798,0.792,0.00031,0.309,-5.667,0.0448,94.967,10,0,247440,2
Arun,[],0,0.64,0.9935,0.5685,0.157,0.7595,0.168,-13.004,0.316,153.0495,0,1,187657.5,4
Arun Kumar,[],0.048780488,0.708487805,0.990804878,0.550731707,0.238243902,0.476517702,0.17935122,-12.34841463,0.185470732,105.2002439,10,1,185368.3171,41
Arvind Pandya,[],0,0.634,0.995,0.632,0.134,0.0642,0.104,-12.594,0.309,68.354,4,0,201758,2
Arvino Martinez,[],1,0.281,0.993,0.606,0.0338,0.0238,0.166,-28.188,0.763,137.955,6,1,229677,2
Arvo Pärt,"['baltic classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",50.75,0.1042,0.82675,0.23675,0.01940675,0.0925706,0.09545,-33.47625,0.070025,78.051,5,1,533545.25,4
Ary Barroso,"['bossa nova', 'samba', 'velha guarda']",20,0.517,0.879,0.465,0.439,0.821,0.168,-11.867,0.0382,121.34,7,0,167000,1
Ary Lobo,"['forro', 'forro tradicional']",30,0.962,0.317,0.659,0.654,1.82E-06,0.382,-9.923,0.0291,96.165,4,0,176387,2
As Blood Runs Black,"['deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore']",44,0.289,2.65E-05,0.358,0.9925,0.399,0.20545,-1.158,0.1855,113.7765,0,1,230086.5,4
As Estrelas,[],0,0.205,0.9914,0.2716,0.2186,0.1598126,0.2044,-15.5536,0.04002,115.6974,1,1,166992.2,5
As Gravity,[],2,0.371,0.00176,0.225,0.807,0.0153,0.113,-7.551,0.0616,120.181,2,1,453656,2
As I Lay Dying,"['alternative metal', 'christian metal', 'melodic metalcore', 'metalcore', 'nu metal']",48.6,0.25125,0.000111379,0.3416,0.9862,0.00939658,0.2472,-4.2175,0.12808,144.5627,8,1,247298.7,20
Asa Martin & his Kentucky Hillbillies,[],0,0.287,0.995,0.604,0.113,0.000113,0.352,-14.447,0.0487,130.893,0,1,148898,2
Asaf Avidan,"['israeli pop', 'israeli rock']",66,0.534,0.223,0.826,0.668,6.92E-05,0.167,-6.329,0.0571,118.99,3,0,215187,1
Ascend The Hill,"['christian uplift', 'deep ccm', 'roots worship']",45,0.0804,0.0443,0.463,0.499,0,0.0874,-6.659,0.0281,128.07,6,1,403053,2
Ascharyamoyee Dasi,[],0,0.47425,0.9935,0.40675,0.19695,0.699,0.1785,-15.5545,0.07985,118.07225,3,1,201976.5,8
Aschberger Saitenmusi,[],0.4,0.8833,0.6624,0.5612,0.4206,0.7597,0.12381,-11.3906,0.04836,132.9556,0,1,153429.3,20
Ash,['pop'],48,0.498,0.005775,0.2505,0.8615,3.71E-06,0.2485,-6.1225,0.1191,165.49,9,1,173753.5,4
Ash Costello,[],69,0.815,0.00704,0.376,0.939,0,0.116,-3.437,0.0572,190.109,1,1,211027,2
Ash Riser,[],44,0.325,0.0152,0.613,0.843,0,0.0917,-8.343,0.186,102.968,7,1,265679,2
"Ash Soul, Inc.",[],23,0.586,0.955,0.593,0.381,0.741,0.213,-9.375,0.0325,123.603,8,0,179228,2
Asha Bhosle,"['chutney', 'classic bollywood', 'desi pop', 'filmi', 'sufi']",6.056047198,0.698557522,0.919943953,0.550696165,0.377723009,0.208085441,0.219382301,-10.92811799,0.155755752,116.0037345,3,1,236188.9204,339
Asha Parekh,['classic bollywood'],26,0.69,0.7415,0.5105,0.316,6.45E-07,0.50345,-14.401,0.04895,121.125,6,1,407063.5,4
Asha Posle,[],0,0.568,0.993,0.6705,0.314,0.0003955,0.2325,-6.6375,0.0777,94.202,7,1,194699,4
Asha Puthli,['indian jazz'],32.5,0.5665,0.164,0.582,0.4525,0.01725,0.15225,-15.9635,0.0689,81.823,7,0,279380,4
Ashana,"['healing', 'kirtan', 'meditation', 'shamanic']",52.4,0.03362,0.9884,0.1315,0.093332,0.47574,0.1008,-16.203,0.04182,73.8216,4,1,554632,10
Ashanti,"['dance pop', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",55.44897959,0.623959184,0.212871429,0.708530612,0.650959184,5.55E-05,0.152018367,-6.109428571,0.12042449,98.89089796,1,0,246224.7755,49
Ashe,"['indie pop', 'pop']",70.4,0.278,0.35068,0.5926,0.5132,2.83E-05,0.1514,-6.2912,0.06122,143.8824,10,1,193736.6,5
Asher D,"['grime', 'old school uk hip hop']",53,0.341,0.00154,0.556,0.944,0.0295,0.209,-5.556,0.0296,128.012,1,0,253933,2
Asher Roth,"['alternative hip hop', 'indie pop rap', 'pop rap', 'rap']",63,0.664,0.0897,0.713,0.826,0,0.421,-4.075,0.243,86.444,8,1,241933,2
Ashes Remain,"['christian alternative rock', 'christian rock']",51.75,0.38925,0.06395,0.45675,0.685,2.24E-06,0.241225,-5.45475,0.03425,114.73225,6,1,185913.5,8
Ashford & Simpson,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",30.4,0.7267,0.34877,0.6351,0.602,0.047362954,0.24858,-11.0638,0.05418,103.3639,5,1,332115.1,10
Ashik Hussain,[],0,0.6155,0.9755,0.4585,0.2095,0.47665,0.167,-12.8375,0.0741,71.395,10,1,195907.5,4
Ashima Banerjee,[],0,0.737,0.993,0.554,0.0413,0.516,0.121,-12.907,0.119,72.627,4,0,197137,2
Ashlee Simpson,"['dance pop', 'post-teen pop']",45.5,0.7645,0.023391125,0.58975,0.82425,0.059009172,0.228925,-3.6195,0.057125,134.27075,5,0,193080,8
Ashleigh Anita,[],0,0.16,0.963,0.329,0.228,5.73E-06,0.135,-8.566,0.03,90.952,1,1,188000,2
Ashley Eriksson,[],61,0.845,0.793,0.732,0.467,0,0.247,-12.628,0.036,119.988,9,0,108722,2
Ashley Lilley,['movie tunes'],64,0.665,0.0311,0.5685,0.8665,0.000281735,0.3375,-4.43,0.03275,130.0445,2,1,209540,2
Ashley McBryde,"['arkansas country', 'contemporary country', 'country', 'country pop']",62,0.591,0.22735,0.588,0.5825,0.003545,0.1249,-5.607,0.037,112.068,1,1,200026.5,4
Ashley Monroe,"['contemporary country', 'country', 'country dawn', 'country pop', 'kentucky roots']",55,0.43,0.0356,0.52,0.769,3.42E-06,0.16515,-4.7305,0.03185,130.5135,2,1,224913.5,4
Ashley O,[],64,0.387,0.077,0.737,0.81,0,0.0523,-6.354,0.0896,125.005,5,1,154448,2
Ashley Tisdale,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",50.35714286,0.5305,0.090937143,0.616714286,0.849714286,2.95E-06,0.218692857,-3.514071429,0.080542857,114.642,0,1,223238.2857,14
Ashnikko,['pop'],70.38461538,0.650076923,0.108922308,0.744692308,0.639461538,0,0.190953846,-5.923538462,0.130661538,118.8783077,8,1,164831.2308,13
Ashok Kumar,"['classic bollywood', 'ghazal']",0,0.628380282,0.978690141,0.484084507,0.285014085,0.645826843,0.244921127,-13.00561972,0.081992958,101.2242676,5,1,189378.7465,71
Ashoketaru Banerjee,[],0,0.196,0.987,0.334,0.172,0.872,0.0865,-17.825,0.0362,111.268,9,1,279440,2
Ashra,"['berlin school', 'experimental', 'fourth world', 'krautrock', 'space rock']",32.2,0.26856,0.50104,0.335,0.2608,0.8916,0.1554,-17.9402,0.03728,108.3094,2,1,440368.2,10
Ashraf Khan,[],0,0.510666667,0.962,0.373666667,0.232666667,0.283034333,0.4305,-10.68866667,0.144666667,73.15966667,4,1,207304.3333,6
Ashtro Bot,[],51,0.199,0.429,0.465,0.854,0,0.618,-7.564,0.377,85.126,7,1,227291,2
Asia,"['anime', 'anime score', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'otacore']",36.0625,0.425125,0.1886125,0.3506875,0.7730625,0.000231798,0.22151875,-8.783375,0.05443125,125.57625,0,1,281712.5,32
Asia Cruise,[],45,0.722,0.676,0.706,0.579,0,0.272,-2.931,0.0339,102.054,5,1,182587,2
Asin,"['classic opm', 'manila sound', 'opm']",48,0.433666667,0.809333333,0.514333333,0.363,0.12933453,0.161,-11.92366667,0.038266667,101.0583333,4,1,234671,6
Asit Baran,[],0,0.520571429,0.953,0.471571429,0.350285714,0.479419557,0.149857143,-13.05771429,0.052828571,106.0137143,7,1,176259,7
Asking Alexandria,"['metalcore', 'trancecore', 'uk metalcore']",52.17391304,0.198747826,0.004942895,0.325391304,0.944173913,0.013160116,0.333717391,-3.504608696,0.145765217,134.9507391,2,0,231395.2174,46
Asleep At The Wheel,"['country rock', 'texas country']",27,0.8098,0.3922,0.6292,0.5196,0.000324244,0.4086,-12.3054,0.05936,139.5582,4,1,188741.6,10
Asme,[],0,0.463,0.0186,0.556,0.228,0.434,0.0994,-12.578,0.0444,110.002,3,0,206623,2
Aso,"['chillhop', 'lo-fi beats']",61,0.48,0.897,0.638,0.0389,0.849,0.0731,-17.75,0.115,79.888,1,1,174000,2
Aspori,[],65,0.321,0.000892,0.28,0.247,0.907,0.265,-22.41,0.18,119.423,1,0,102876,2
Asswel,[],0,0.404,0.478,0.637,0.497,0.909,0.194,-10.272,0.0438,139.994,11,1,136304,2
Astar Shamir,['classic israeli pop'],40,0.427,0.0087,0.444,0.554,2.77E-06,0.113,-10.946,0.0279,132.661,7,1,307667,2
Astor Piazzolla,"['bandoneon', 'latin classical', 'nuevo tango', 'tango']",0.105263158,0.601526316,0.939473684,0.462631579,0.393842105,0.776105263,0.199768421,-11.44131579,0.037294737,124.8986842,6,0,177899.5789,19
Astra Desmond,[],0,0.42725,0.99475,0.39025,0.0553,0.01446475,0.1345,-23.46475,0.056425,105.94525,7,1,134656.75,8
Astra Teck,[],0,0.0992,0.00211,0.8815,0.804,0.7925,0.1165,-6.434,0.1103,128.0045,7,1,405292.5,4
Astrid S,"['dance pop', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",68.33333333,0.388666667,0.097866667,0.591666667,0.729666667,0.0012824,0.103633333,-5.037666667,0.072133333,111.6926667,7,0,209199,6
Astrid Varnay,['classical soprano'],0,0.1507,0.956642857,0.322071429,0.247285714,0.070237716,0.4635,-15.69757143,0.066657143,94.67107143,4,1,261521.7857,14
Astrid Varnay/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan,[],0,0.323,0.979,0.353,0.427,2.64E-05,0.871,-11.196,0.0829,77.124,2,0,193800,1
Astrid Varnay/Leonie Rysanek/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan,[],0,0.107,0.986,0.235,0.391,1.57E-05,0.319,-10.248,0.0544,172.3,7,1,315107,1
Astrid Varnay/Sigurd Björling/Festspiel-Orchester Bayreuth /Herbert von Karajan,[],0,0.11305,0.981,0.2595,0.283,0.001954,0.2315,-12.034,0.04325,76.0895,7,1,286147,2
Astronomyy,"['indie poptimism', 'vapor pop', 'vapor soul']",67,0.0671,0.629,0.594,0.481,0.0126,0.0939,-8.525,0.0353,144.941,4,0,296267,2
Astrud Gilberto,"['adult standards', 'bossa nova', 'brazilian jazz', 'lounge', 'samba-jazz', 'vocal jazz']",33.76744186,0.525046512,0.722023256,0.502294574,0.293907752,0.014201575,0.228379845,-16.23926357,0.064910853,116.0322791,7,1,175780.3333,129
Astrus*,['sad rap'],63,0.42,0.468,0.671,0.288,0,0.139,-14.176,0.496,68.287,1,1,131202,2
Aswad,"['dub', 'lovers rock', 'reggae', 'roots reggae', 'uk reggae']",33.4,0.7398,0.2988,0.7408,0.3558,0.26207266,0.25204,-15.7372,0.22364,110.8348,9,1,274920.2,10
At The Drive In,"['alternative metal', 'alternative rock', 'dance-punk', 'el paso indie', 'emo', 'indie rock', 'modern rock', 'post-hardcore']",40.28571429,0.350857143,0.066024286,0.362,0.907857143,0.000180949,0.33,-4.155142857,0.1662,141.6088571,11,0,224516,14
At The Gates,"['brutal death metal', 'death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish metal']",44,0.2387,3.57E-06,0.207666667,0.984333333,0.889666667,0.3054,-7.604,0.139666667,111.279,7,1,194288.6667,6
Ataraxia,[],37,0.202,0.0511,0.416,0.497,0.955,0.227,-16.261,0.0337,100.098,11,0,199533,2
Ataulfo Alves,"['choro', 'samba', 'velha guarda']",10,0.775,0.804,0.640333333,0.331666667,0.755666667,0.143666667,-13.82366667,0.0528,108.16,7,1,204133,3
Ataúlfo Argenta,"['historic orchestral performance', 'spanish classical']",9.142857143,0.370714286,0.935,0.401714286,0.324428571,0.2568887,0.157257143,-10.82185714,0.0449,118.3824286,5,1,292228.4286,7
Aterciopelados,"['colombian rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",52.6,0.7452,0.08738,0.682,0.7766,3.15E-05,0.14894,-5.6164,0.05838,96.8592,4,0,196752.2,10
Aterrano,[],0,0.159,0.94,0.541,0.0293,0.633,0.17,-30.941,0.0302,117.459,7,0,439653,2
Athanase Sika,[],0,0.3453375,0.9345,0.419125,0.58725,0.005906921,0.19445,-9.00925,0.0767,129.585375,2,1,274583.375,16
Athanasia Atraidou,[],0,0.806,0.996,0.541,0.47,9.68E-05,0.124,-4.943,0.039,127.243,4,1,191627,2
Athanasia Atraidoy,[],0,0.806,0.996,0.541,0.47,9.68E-05,0.124,-4.943,0.039,127.243,4,1,191627,2
Athanasios,[],1,0.748,0.88,0.408,0.527,0.0626,0.0989,-8.514,0.035,112.948,9,0,196067,1
Athanasios Athanasiou,[],0,0.751,0.951,0.562,0.606,0.2,0.0749,-9.918,0.0308,88.586,1,1,183133,2
Athanasios Eugenikos,[],0,0.81,0.991666667,0.414,0.494666667,0.6274,0.134666667,-12.906,0.057766667,112.6543333,1,1,205849,3
Athanasios Lioysis-Klarino,[],0,0.49,0.993,0.411,0.326,0.921,0.116,-13.466,0.0433,100.502,2,1,205547,2
Athanasios Vrouvas,[],0,0.748,0.88,0.408,0.527,0.0626,0.0989,-8.514,0.035,112.948,9,0,196067,1
Athena Cage,[],54,0.4,0.4405,0.7055,0.5015,0,0.2656,-9.101,0.03075,117.9015,9,0,258266.5,4
Atif Aslam,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",55,0.668,0.251,0.488,0.57,0,0.107,-5.602,0.0775,169.702,9,1,312893,2
Atlanta,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",34,0.514,0.0607,0.402,0.671,0,0.12,-10.099,0.0409,108.166,2,1,214933,2
Atlanta Rhythm Section,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",33.2,0.69895,0.317336,0.59195,0.48645,0.050406615,0.12115,-11.8009,0.03128,114.4245,9,1,270124.7,40
Atlantic Five Jazz Band,['dinner jazz'],49.25,0.48975,0.75475,0.4735,0.285,0.90425,0.161,-14.213,0.037875,93.7675,0,1,225958.25,8
Atlantic Starr,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",39.13333333,0.446066667,0.390550667,0.631866667,0.428866667,0.000105449,0.147653333,-12.96313333,0.03492,115.9253333,0,1,293145.8,30
Atlas,['lo-fi beats'],54,0.717,0.282,0.797,0.518,0,0.0954,-12.625,0.281,139.988,7,1,173558,1
Atlas Fret,[],41,0,0,0,0,0,0,-60,0,0,0,0,132827,2
Atlas Genius,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop']",56,0.536,0.0113,0.721,0.822,7.01E-05,0.0898,-4.843,0.0391,140.002,7,1,217387,4
Atlas Sound,"['art pop', 'atlanta indie', 'chillwave', 'freak folk', 'garage psych', 'indie rock', 'modern dream pop', 'noise pop', 'nu gaze']",45,0.353,0.0406,0.536,0.922,8.92E-05,0.214,-6.247,0.0667,121.977,2,1,238893,1
Atmosphere,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop', 'pop rap']",43.88888889,0.597481481,0.243262963,0.739074074,0.705592593,0.021403063,0.268388889,-4.854333333,0.293688889,101.7928519,8,1,245180.2963,54
Atmozfears,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",8,0.356,0.0348,0.687,0.957,0.083,0.424,0.101,0.153,150.055,9,0,160187,1
Atomic Kitten,"['bubblegum dance', 'candy pop', 'dance pop', 'europop', 'girl group']",65.33333333,0.622333333,0.0429,0.768666667,0.682666667,0.00338,0.091066667,-3.769333333,0.034966667,100.3373333,7,1,198822,6
Atomic Rooster,"['art rock', 'blues rock', 'british blues', 'german rock', 'hard rock', 'progressive rock', 'psychedelic blues-rock', 'psychedelic rock', 'symphonic rock']",35,0.166,0.0414,0.396,0.937,0.000606,0.898,-6.707,0.107,131.407,5,1,250200,2
Atreyu,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'pop punk', 'rap rock', 'screamo']",46.10526316,0.411805263,0.001894326,0.360263158,0.939473684,0.014455884,0.241342105,-4.303,0.149515789,144.3361579,8,1,226419.4211,38
Atta Boy,['indie pop'],48,0.07455,0.5545,0.4885,0.3775,0.0066255,0.0931,-11.4505,0.06875,86.316,5,1,293493,4
Attack Attack!,"['downtempo', 'electronica', 'trip hop']",47,0.1662,0.005473333,0.311333333,0.955333333,0.000223,0.1587,-4.233666667,0.183666667,122.746,7,0,211711,6
Attaque 77,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",59,0.3735,0.018495,0.518,0.75,0.00144,0.554,-8.4785,0.05395,119.072,5,1,228887,4
Atticus Ross,['soundtrack'],44,0.0811,0.000417,0.586,0.924,0.956,0.435,-5.912,0.0956,120.003,11,1,167509,2
Attila,"['atlanta metal', 'deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal', 'screamo']",49.33333333,0.49,0.000469,0.472333333,0.921,0.036538397,0.267333333,-4.305333333,0.099466667,127.6693333,1,1,185622,6
Attila the Hun,[],2.5,0.86475,0.948666667,0.611583333,0.304416667,0.039674282,0.25145,-12.47766667,0.157925,125.75675,2,1,176627.5833,12
Atwood,['meme rap'],58,0.519,0.348,0.866,0.67,0,0.1,-6.139,0.242,98.007,9,0,164017,2
Au/Ra,"['deep pop edm', 'indie poptimism', 'pop']",72,0.328314286,0.290628571,0.562,0.549142857,1.61E-06,0.115485714,-7.909285714,0.049414286,135.1105714,6,1,193171.7143,7
Au5,"['chillstep', 'complextro', 'dubstep', 'edm', 'electro house', 'future bass', 'gaming edm', 'melodic dubstep', 'pop edm']",52,0.231,0.00347,0.534,0.927,0.000123,0.114,-3.854,0.119,138.036,6,0,347826,1
