artists,genres,popularity,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,mode,duration_ms,count
Renato Girolami,[],49.66666667,0.222233333,0.947,0.315,0.116633333,0.60881,0.204666667,-18.30233333,0.0416,130.879,2,1,254831,3
Renato Rascel,"['classic italian pop', 'vintage italian pop']",8.92,0.36584,0.97624,0.4132,0.1816,0.100122482,0.179708,-14.127,0.048328,102.99612,7,1,188668.32,25
Renaud,['violin'],60,0.393,0.861,0.362,0.368,4.99E-06,0.0937,-12.878,0.042,82.751,11,0,165933,2
Rence,['pop rap'],63,0.0782,0.896,0.518,0.411,0.000716,0.112,-8.909,0.0335,120.06,7,1,208000,2
Rend Collective,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'uk worship', 'world worship', 'worship']",57.5,0.64,0.0272,0.5005,0.6565,0,0.509,-10.0655,0.04465,121.9865,2,1,241064.5,4
Rene & Angela,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",36.9,0.6136,0.26739,0.6665,0.561,0.001098531,0.16333,-9.5385,0.07939,102.871,10,0,325040,20
Rene Alonso Y Su Banda Lasser,['cumbia salvadorena'],39,0.889,0.0393,0.94,0.592,0.178,0.0442,-6.586,0.0463,108.166,8,1,239047,2
Rene Auberjonois,[],43.5,0.7015,0.736,0.5085,0.354,0,0.18,-14.864,0.331,115.8985,7,1,95713.5,4
Rene Ceballos,[],31,0.453,0.839,0.64,0.429,0,0.0788,-8.14,0.0689,79.613,7,1,228680,1
Rene Clemente,[],32,0.619,0.594,0.762,0.471,0,0.0976,-8.138,0.162,118.728,2,1,268253,1
Rene Liu,"['c-pop', 'classic mandopop', 'mandopop', 'taiwan singer-songwriter']",57,0.375,0.69,0.677,0.5,0,0.174,-8.285,0.0265,149.784,3,1,341400,2
Rene Rene,"['hollywood', 'show tunes']",26,0.481,0.764,0.701,0.444,0.00691,0.0873,-6.731,0.0259,111.161,5,1,195693,2
Rene Rodrigezz,[],0,0.596,0.0307,0.694,0.994,0.266,0.419,-2.662,0.0829,128.003,0,1,146484,1
Rene Shuman,[],0,0.539,0.121,0.672,0.622,0,0.652,-7.858,0.133,105.303,9,1,164421,1
Rene del Mar y su Conjunto,[],0,0.788,0.807,0.557,0.44,0.000182,0.566,-10.234,0.0292,96.114,0,1,168159,2
Rene y Rene,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",36,0.801,0.434,0.505,0.154,7.79E-06,0.0797,-20.902,0.0363,117.726,6,1,168533,2
Renee & Jeremy,"[""children's music"", 'kindie rock', ""preschool children's music""]",45,0.3425,0.935,0.63,0.0955,6.50E-05,0.1059,-15.9055,0.1079,90.4205,7,1,138460,4
Renee Olstead,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'vocal jazz']",41.28571429,0.199,0.885285714,0.492,0.269571429,0.000208597,0.134042857,-10.27014286,0.044457143,128.5232857,5,1,252011.2857,7
Renee Sandstrom,['post-teen pop'],46,0.431,0.134,0.475,0.8,0,0.187,-3.455,0.0336,143.091,3,1,224960,2
Renos Talmas,[],0,0.569666667,0.993,0.367666667,0.417,0.636,0.301333333,-11.381,0.035966667,84.372,7,1,195048.6667,3
Renu,"['corrido', 'deep regional mexican']",0,0.241,0.992,0.325,0.239,0.467,0.158,-13.163,0.0886,74.56,6,0,205933,2
Renu Basu,[],0,0.252,0.988,0.346,0.202,0.102,0.198,-10.627,0.0312,103.177,9,1,166413,2
Renuka Devi,[],0,0.623833333,0.993416667,0.5765,0.196166667,0.437318333,0.167908333,-11.72766667,0.199816667,71.4385,5,1,204487.9167,12
Renz Verano,['classic opm'],48,0.318,0.455,0.569,0.411,0,0.0552,-11.292,0.0293,129.705,3,0,321515,2
René Bianco,[],3.333333333,0.157016667,0.931166667,0.274666667,0.209166667,0.042507,0.31625,-15.12966667,0.04765,104.6625,7,1,218206.6667,6
René Cloërec,['french soundtrack'],0.333333333,0.406,0.846333333,0.340666667,0.566,0.4243,0.324,-7.889666667,0.063933333,100.8616667,2,1,147640,6
René De Buxeuil,[],0,0.662666667,0.98,0.476666667,0.266666667,8.07E-05,0.256,-16.682,0.0909,97.59033333,0,1,175626.6667,6
René González,"['adoracion', 'latin christian', 'latin worship', 'rap cristiano']",46.5,0.2895,0.4815,0.55,0.411,0,0.0776,-10.862,0.0392,118.809,7,1,291607,4
René Hendrickx,[],0,0.402,0.7315,0.4155,0.528,0.44535,0.0982,-7.33,0.03065,110.3225,1,1,234103.5,4
René Jacobs,"['choral', 'classical performance', 'opera', 'orchestral performance']",59,0.172,0.839,0.386,0.0738,0.947,0.155,-19.369,0.0433,142.499,2,1,251200,2
René Koval,[],0,0.6735,0.9255,0.663,0.3075,1.73E-06,0.22,-11.9235,0.226,74.8305,4,1,158700,4
René Touzet,['cha-cha-cha'],17,0.701,0.8725,0.6425,0.1745,0.02204,0.245,-12.9885,0.03955,107.6995,3,1,171673,4
René Urtreger,['french jazz'],1,0.7395,0.821,0.52175,0.45175,0.60085,0.239375,-11.268,0.05995,106.5955,7,1,185683.25,8
René-Maurice Picard,[],0,0.353666667,0.987333333,0.6745,0.069433333,0.068628561,0.115083333,-23.93258333,0.906333333,99.30491667,0,1,301269.9167,24
Renée Elise Goldsberry,"['hollywood', 'show tunes']",71.16666667,0.518666667,0.4425,0.634166667,0.455166667,0,0.23975,-9.5485,0.203366667,101.6706667,5,1,290725.5,6
Renée Fleming,"['classical soprano', 'opera', 'operatic pop']",46.2,0.0378,0.9672,0.1392,0.0804,0.7832,0.3388,-20.266,0.04352,104.1498,4,1,261383.8,5
Renée Zellweger,"['hollywood', 'show tunes']",46.71428571,0.476142857,0.559428571,0.496142857,0.438571429,8.47E-06,0.177057143,-9.094714286,0.0692,120.7221429,6,1,235340.8571,7
Republica,"['candy pop', 'new wave pop']",47,0.236,0.000283,0.559,0.953,0.188,0.187,-4.657,0.0568,130.053,2,1,301067,2
Requiem,[],0.666666667,0.311666667,0.019606667,0.530333333,0.977333333,0.000816,0.303666667,-3.973666667,0.156266667,154.96,6,0,185337.3333,3
Reri Grist,['classical soprano'],8,0.0797,0.933,0.1845,0.1305,0.02184225,0.22825,-16.3275,0.0397,80.965,5,1,293920,2
Res Fischer,[],0,0.171491667,0.957166667,0.327333333,0.241416667,0.081954127,0.526333333,-15.41608333,0.060016667,96.25691667,10,1,248589.9167,12
Reshid Behbudov,['azeri traditional'],35,0.511,0.963,0.395,0.236,6.09E-05,0.0899,-14.277,0.0416,96.665,5,0,179567,2
Reshma,"['classic bollywood', 'classic pakistani pop', 'ghazal', 'pakistani folk', 'sufi']",28,0.562,0.485,0.495,0.536,3.15E-06,0.17,-10.651,0.0555,135.605,11,1,388840,2
Residente,['venezuelan hip hop'],70,0.695,0.0651,0.774,0.851,0,0.0568,-2.795,0.255,180.086,11,0,257865,1
Restless,"['country', 'country rock']",33,0.849,0.0618,0.74,0.601,0.000595,0.277,-14.516,0.0688,120.196,1,1,135133,2
Restless Heart,"['country', 'country rock']",43.16666667,0.497,0.297216667,0.6795,0.452166667,3.59E-06,0.1136,-12.04433333,0.027683333,117.3843333,9,1,236613.3333,12
Reta Shaw,[],14,0.552,0.954,0.726,0.198,0,0.329,-12.493,0.137,108.976,4,1,192907,1
Retrospectre,[],49,0.382,0.0197,0.712,0.636,0.931,0.0714,-8.711,0.0447,104.993,1,0,65348,2
Return To Forever,"['art rock', 'jazz funk', 'jazz fusion', 'progressive rock', 'symphonic rock']",29.9375,0.464,0.34200625,0.38675,0.5998125,0.44913125,0.154675,-12.221375,0.047025,128.391125,11,0,471666.6875,16
Reuben Wilson,"['hammond organ', 'jazz funk', 'jazz organ', 'rare groove', 'soul jazz']",26,0.556,0.499,0.55,0.418,0.799,0.0832,-12.022,0.0306,103.528,9,0,209467,2
Reunion,"['deep norteno', 'norteno-sax', 'regional mexican']",40,0.509,0.406,0.722,0.814,0,0.146,-5.862,0.0443,112.302,7,1,206707,2
Rev Theory,"['alternative metal', 'gymcore', 'nu metal', 'post-grunge', 'rap rock', 'rebel blues', 'wrestling']",55.33333333,0.441666667,0.000172367,0.424666667,0.867,1.21E-06,0.1314,-5.706333333,0.070533333,152.9456667,5,1,235292,6
Rev. Clay Evans,"['contemporary gospel', 'gospel', 'praise']",31,0.567,0.199,0.46,0.928,3.66E-06,0.305,-11.38,0.0598,110.457,1,1,680573,1
Rev. F.C. Barnes,[],27,0.718,0.194,0.673,0.402,1.54E-05,0.0877,-14.149,0.0405,103.446,3,1,324693,2
Rev. Gary Davis,"['acoustic blues', 'american folk revival', 'blues', 'country blues', 'gospel blues', 'piedmont blues', 'traditional blues', 'traditional folk']",39,0.6545,0.875,0.6835,0.211,0.000649,0.08995,-13.9535,0.0539,115.477,7,1,263353.5,4
Rev. James Moore,"['contemporary gospel', 'gospel', 'praise']",26,0.3715,0.4125,0.498,0.5485,7.56E-06,0.4565,-8.359,0.05545,120.929,2,1,433293,4
Rev. Milton Brunson,"['contemporary gospel', 'gospel']",31.66666667,0.309,0.502333333,0.277666667,0.452,0.000370703,0.612333333,-13.742,0.041766667,102.8823333,6,1,404289.6667,3
Rev. Paul Jones,"['gospel', 'praise']",34.5,0.3145,0.1215,0.211,0.507,5.95E-07,0.128,-11.2625,0.0743,115.74,5,0,493653.5,4
Rev. Timothy Wright,"['contemporary gospel', 'gospel']",38,0.5275,0.3255,0.4005,0.787,6.85E-06,0.4561,-8.996,0.1176,130.0665,1,1,419113.5,4
Reverend J.M. Gates,['vintage country folk'],0,0.619444444,0.941,0.670166667,0.372388889,0,0.612444444,-9.615944444,0.605666667,102.5843333,5,1,192237.8889,36
Reverend John Henry Hopkins Jr.,[],10,0.218,0.987,0.345,0.0677,3.99E-05,0.362,-27.395,0.0654,123.234,7,1,177693,1
Revis,"['alternative metal', 'hard alternative', 'nu metal', 'post-grunge']",49,0.238,0.000506,0.41,0.888,0.0155,0.108,-4.966,0.0744,159.919,2,1,210093,2
Revol,"['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']",63,0.349,0.167,0.769,0.701,1.31E-06,0.0726,-1.971,0.0747,130.011,1,0,299195,1
Revolting Cocks,"['ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock']",35,0.5065,0.0151193,0.67,0.854,0.533,0.21325,-10.7575,0.04345,119.8695,3,1,315805.5,4
Revolver Cannabis,"['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']",60,0.969,0.166,0.718,0.719,0,0.27,-8.763,0.0536,113.174,3,1,223560,2
Rewa Shankar,[],0,0.8424,0.9622,0.6898,0.5546,0.000336,0.7084,-8.2578,0.22124,108.379,4,0,147176.4,5
Rex Evans,['indie hip hop'],1,0.641,0.841,0.548,0.383,0,0.596,-11.695,0.151,93.624,9,1,200467,1
Rex Everhart,[],22.5,0.607,0.867,0.5565,0.33825,3.48E-05,0.26425,-12.122,0.1493,115.7075,5,1,203393.5,4
Rex Harrison,[],21.03333333,0.562833333,0.8589,0.536433333,0.366766667,4.89E-06,0.256826667,-13.5754,0.290543333,107.9512,0,1,227494.1333,30
Rex Orange County,"['bedroom pop', 'pop']",66.88571429,0.295142857,0.575457143,0.579371429,0.438714286,0.000600387,0.170108571,-9.598571429,0.07446,120.3554857,5,1,221954.2,35
Rex Salas,[],39,0.474,0.0716,0.586,0.39,0,0.0824,-11.205,0.0273,149.256,8,1,350573,2
Rex Smith,['soft rock'],43.16666667,0.245833333,0.553666667,0.426333333,0.462333333,0.002678033,0.229283333,-10.10933333,0.031416667,110.3291667,7,1,199682.1667,12
Rex Williams,['classic afrobeat'],49,0.604,0.481,0.664,0.681,0.0232,0.225,-7.458,0.0366,97.501,7,1,193000,2
Rey Pirin,"['latin hip hop', 'perreo', 'reggaeton']",40,0.704,0.0443,0.757,0.633,0,0.323,-11.657,0.0687,107.446,0,1,279243,1
Rey Ruiz,"['latin', 'salsa', 'tropical']",49.5,0.8575,0.564375,0.656,0.742,4.15E-05,0.239625,-5.902375,0.0376125,136.718125,11,1,283951.75,16
Reyli Barba,"['latin', 'latin pop', 'mexican pop', 'rock en espanol']",67.71428571,0.442714286,0.355857143,0.689857143,0.477285714,0,0.127485714,-7.132285714,0.060628571,121.2058571,4,1,221703,7
Reynaldo Armas,"['classic venezuelan pop', 'folklore venezolano', 'joropo', 'musica llanera', 'tropical']",44.5,0.93,0.71,0.634,0.6725,0,0.1518,-6.677,0.04095,102.3265,6,1,265383,4
Reynaldo Hahn,"['french romanticism', 'operetta', 'post-romantic era']",0.2,0.1398,0.9904,0.4056,0.13502,0.00076008,0.101,-16.8168,0.05344,115.0698,6,1,127773.2,5
Reynaldo Nichele,[],6,0.225,0.29,0.406,0.404,0.178,0.126,-7,0.0302,104.264,7,1,258827,2
Rezz,"['canadian electronic', 'dark clubbing', 'edm', 'electra', 'electro house']",59,0.352,0.00207,0.844,0.682,0.797,0.113,-9.556,0.0453,99.99,2,1,223887,2
Rhapsodia,[],41,0.871,0.065,0.819,0.532,0.000336,0.298,-8.241,0.0709,126.676,9,0,410070,2
Rhapsody,"['italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",53.5,0.368,0.0026885,0.4185,0.9155,0.0010606,0.2725,-3.8225,0.03915,92.493,0,0,274033.5,4
Rheinische Kantorei,['german choir'],42,0.10005,0.926,0.1895,0.07655,0.3541625,0.0977,-24.33,0.04285,120.937,10,0,454100,2
Rhett Akins,"['country', 'country road', 'modern country rock']",41.71428571,0.639857143,0.215028571,0.601428571,0.724714286,1.65E-06,0.094214286,-7.128428571,0.052542857,136.958,7,1,213289.5714,14
Rhino Bucket,"['alternative roots rock', 'glam metal', 'hard rock', 'modern hard rock', 'sleaze rock']",37,0.678,0.0379,0.587,0.832,0.022145,0.1865,-7.4995,0.0501,136.2085,8,1,275060,4
Rhonda Vincent,"['bluegrass', 'progressive bluegrass']",37,0.791,0.593,0.582,0.679,2.48E-05,0.14,-5.268,0.0298,116.155,0,1,196000,2
Rhye,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",61.85714286,0.586857143,0.697285714,0.694428571,0.49,0.347671429,0.233714286,-11.13385714,0.038428571,104.8608571,5,1,243577,7
Rhythm Heritage,['rare groove'],31,0.963,0.00121,0.634,0.897,0.867,0.134,-6.365,0.0398,109.282,9,0,201493,2
Ric Ocasek,[],37,0.926,0.3,0.657,0.527,0.234,0.0669,-12.107,0.029,106.028,0,1,280600,2
Ric Segreto,"['classic opm', 'opm']",49.5,0.27425,0.51275,0.45825,0.3565,3.25E-05,0.220575,-13.97975,0.041125,123.1195,2,1,192056.5,8
Ricardo 'Richie' Ray,['boogaloo'],33.46153846,0.784076923,0.687576923,0.605923077,0.660846154,0.109203115,0.273357692,-8.787423077,0.050053846,104.3998846,0,1,324370.4231,26
Ricardo Aguirre,"['classic venezuelan pop', 'gaita zuliana', 'musica llanera']",37,0.911,0.8,0.574,0.512,5.51E-06,0.196,-14.924,0.0776,155.933,3,0,248800,2
Ricardo Alvarez,[],0,0.3785,0.739,0.5395,0.244,0.000306,0.11205,-19.5795,0.04145,99.9095,9,1,221497,4
Ricardo Arjona,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']",52.76041667,0.42148125,0.426327083,0.5908125,0.577166667,0.002298508,0.160902083,-7.706739583,0.043336458,123.3150208,7,1,274400.2604,96
Ricardo Carrion,[],28,0.61,0.908,0.379,0.43,0.793,0.164,-11.907,0.0378,118.722,2,1,115400,2
Ricardo Da Force,[],49,0.826,0.0515,0.805,0.863,0.000427,0.98,-7.853,0.0771,106.787,6,0,245907,2
Ricardo Fuentes,"['classic colombian pop', 'musica popular colombiana']",21.5,0.767,0.266,0.6795,0.6395,0,0.2905,-4.7035,0.03275,113.7115,10,1,148247,4
Ricardo Modrego,['flamenco guitar'],34,0.961,0.814,0.411,0.961,0.844,0.481,-11.629,0.0605,142.126,0,0,178160,2
Ricardo Monasterio con la Orquesta Casablanca,[],0,0.881,0.4105,0.589,0.724,1.90E-05,0.2465,-8.6805,0.1621,95.162,11,0,152709.5,4
Ricardo Montaner,"['latin', 'latin pop', 'tropical']",46.95238095,0.230628571,0.59547619,0.484595238,0.498047619,2.84E-06,0.144295238,-6.930666667,0.031045238,122.5547381,4,1,261820,42
Ricardo Muñoz,[],56.5,0.918,0.387,0.6945,0.699,9.95E-07,0.128,-4.528,0.0469,172.0435,0,0,199086.5,4
Ricardo Rodriguez,"['adoracion', 'latin christian', 'latin worship']",46,0.48925,0.41025,0.4505,0.595,0,0.59775,-7.877,0.0451,120.36625,6,1,314879.75,8
Riccardo Chailly,"['classical performance', 'orchestral performance']",30.07142857,0.253585714,0.950428571,0.306785714,0.235714286,0.595213143,0.171042857,-17.09171429,0.047085714,98.61157143,4,1,252925.8571,14
Riccardo Cocciante,"[""canzone d'autore"", 'classic italian pop', 'italian adult pop']",52.75,0.2418,0.27375,0.43975,0.40225,0.018548063,0.21305,-10.79175,0.03705,125.71925,0,1,267576.75,8
Riccardo Muti,"['classical', 'classical performance', 'opera', 'orchestral performance']",42.125,0.127325,0.914,0.20835,0.0874875,0.6525375,0.1509375,-21.67625,0.0392625,96.72825,5,1,322081.75,8
Ricchi E Poveri,"['classic italian pop', 'europop', 'italian adult pop', 'italian disco']",41,0.961,0.0859,0.828,0.677,0,0.198,-9.197,0.0294,120.273,4,1,195133,2
Ricco Mazzer,[],0,0.712,0.00135,0.832,0.733,0.112,0.0966,-4.872,0.105,126.064,7,0,377143,2
Ricercar 64,[],39,0.651,0.728,0.493,0.51,0.00108,0.0919,-14.658,0.0387,128.04,9,1,189867,2
Rich Boy,"['alabama rap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",49.33333333,0.515333333,0.0241,0.758,0.768,0,0.0705,-5.242666667,0.320666667,137.2633333,11,1,328627,3
Rich Brian,['indonesian hip hop'],67.09090909,0.393727273,0.312714182,0.696545455,0.557909091,0.000260103,0.190863636,-7.210272727,0.104718182,98.185,1,1,196079.3636,11
Rich Gang,"['rap', 'southern hip hop', 'trap']",57.66666667,0.354666667,0.032766667,0.682,0.597,4.10E-07,0.102166667,-5.668333333,0.194,123.9243333,8,1,279626.6667,3
Rich Homie Quan,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",58.95652174,0.653652174,0.118421739,0.719608696,0.59926087,4.48E-08,0.214830435,-7.510478261,0.165195652,111.8204348,2,0,225760.4783,23
Rich Mullins,"['ccm', 'christian alternative rock', 'christian music', 'deep christian rock', 'roots worship', 'worship']",34.33333333,0.440555556,0.364634444,0.503888889,0.407666667,0.000117076,0.140622222,-13.70088889,0.031722222,94.65477778,6,1,229093.2222,18
Rich Music LTD,"['latin', 'reggaeton', 'trap latino']",77,0.742,0.0729,0.748,0.781,3.74E-06,0.13635,-3.507,0.14,128.5545,3,1,258167,2
Rich The Kid,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",67.36363636,0.479681818,0.083479545,0.789,0.608863636,0.00038,0.242472727,-7.235363636,0.226254545,131.5540909,0,1,191121.0909,22
Rich Travali,[],66,0.697,0.0516,0.934,0.459,0,0.222,-7.654,0.189,103.04,1,1,239547,2
RichaadEB,['otacore'],63,0.588,8.64E-05,0.573,0.94,0.838,0.683,-4.505,0.0479,138.013,1,1,299130,1
Richard 'Groove' Holmes,"['instrumental soul', 'jazz funk', 'jazz organ', 'soul jazz']",25,0.644666667,0.79,0.672,0.633333333,0.867666667,0.1354,-11.176,0.0439,111.7183333,10,0,326458,6
Richard & Linda Thompson,"['alternative country', 'art rock', 'british folk', 'country rock', 'folk', 'folk rock', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']",26.4,0.4617,0.4932,0.581,0.353,0.08044257,0.1095,-12.8477,0.03168,111.4354,0,1,213598.8,20
Richard Adler,[],13.27777778,0.565555556,0.879277778,0.510944444,0.384444444,0.038928081,0.337688889,-11.34955556,0.096527778,118.7602222,1,1,191707.4444,18
Richard Anthony,"['chanson', 'ye ye']",43,0.121,0.928,0.195,0.306,0.0147,0.215,-9.295,0.0317,88.262,11,0,294733,2
Richard Armitage,['middle earth'],57,0.3,0.845,0.195,0.0111,0.000881,0.112,-31.641,0.0337,83.735,7,0,103025,1
Richard Arnell,"['british modern classical', 'early modern classical']",0,0.12655,0.836833333,0.279833333,0.199516667,0.918,0.22075,-19.17666667,0.04535,119.297,2,1,173635.6667,6
Richard Ashcroft,"['britpop', 'pop rock']",51.5,0.306,0.1798,0.5035,0.585,0.02745,0.08385,-7.784,0.0302,85.773,9,1,384940,4
Richard Banke,[],2,0.147,0.936,0.291,0.388,0,0.486,-12.643,0.0397,88.176,5,1,250987,1
Richard Beavers,[],7,0.435,0.976,0.175,0.186,0.187,0.0916,-17.744,0.0307,65.951,11,0,250427,1
Richard Bedford,[],51,0.194,0.0228,0.682,0.524,0.0138,0.11,-8.061,0.0918,133.998,6,0,326267,2
Richard Bellis,[],34,0.0412,0.774,0.148,0.149,0.738,0.208,-19.47,0.0333,71.781,5,1,113627,2
Richard Bonynge,"['classical performance', 'opera']",35.875,0.26951875,0.9645,0.3174375,0.2085125,0.106325025,0.225075,-17.0324375,0.050475,103.653125,1,1,236768.125,32
Richard Burgin,[],7,0.587,0.98,0.326,0.355,0.865,0.187,-11.914,0.0283,84.315,10,1,148813,2
Richard Burton,[],32.11111111,0.514444444,0.564277778,0.502111111,0.451022222,0.050130868,0.258811111,-12.18177778,0.053155556,118.4935556,2,1,325080,9
Richard Carpenter,[],42,0.336,0.518,0.363,0.256,0,0.0892,-15.319,0.031,140.35,0,1,252600,2
Richard Chamberlain,[],17,0.19,0.905,0.271,0.175,0,0.251,-14.515,0.0348,110.915,9,1,162960,2
Richard Chase,[],8.6,0.505,0.9814,0.5606,0.13124,3.69E-05,0.1444,-13.2116,0.07386,106.7918,3,1,120389.2,10
Richard Cheese,"['comic', 'comic metal']",45,0.517,0.527,0.698,0.508,0.000337,0.674,-7.438,0.137,117.972,2,1,139573,2
Richard Darbois,['french movie tunes'],48,0.604,0.742,0.507,0.465,0,0.227,-14.101,0.103,102.927,10,0,171067,2
Richard Edlinger,[],38.66666667,0.271,0.979,0.303666667,0.099566667,0.84,0.253166667,-21.034,0.0447,133.3463333,7,1,403720,6
Richard Elliot,"['smooth jazz', 'smooth saxophone']",44.75,0.6855,0.23595,0.63975,0.7015,0.44725,0.068375,-6.8625,0.04125,94.52675,5,0,291543.25,8
Richard Ellsasser,[],35,0.0679,0.569,0.17,0.437,0.881,0.513,-9.835,0.0372,80.349,7,0,571773,2
Richard Galliano,"['accordion', 'bandoneon', 'classical accordion', 'french jazz', 'italian contemporary jazz', 'jazz accordion']",62,0.357,0.223,0.348,0.393,0,0.151,-9.787,0.03,132.069,1,1,153067,1
Richard Gere,['hollywood'],43.66666667,0.506333333,0.633666667,0.481666667,0.343333333,0,0.144,-10.97066667,0.064866667,125.997,2,1,226395.3333,3
Richard Goode,"['american classical piano', 'classical piano']",36,0.304,0.992,0.408,0.0242,0.895,0.0639,-32.865,0.0403,118.674,2,1,163067,2
Richard Harris,[],27.25,0.475,0.81325,0.3605,0.3365,0.2415,0.181375,-16.11625,0.085025,144.41675,10,1,327553.5,4
Richard Hawley,"['british singer-songwriter', 'britpop', 'chamber pop', 'chamber psych', 'sheffield indie', 'singer-songwriter']",55,0.4585,0.03586,0.3725,0.554,0.1265,0.118,-9.1625,0.0286,137.1985,9,1,279533.5,4
Richard Hayman,[],41.33333333,0.1426,0.884,0.244,0.224666667,0.714666667,0.094333333,-17.26633333,0.0387,122.466,5,1,293662.3333,3
Richard Hayman & His Orchestra,[],9,0.214,0.908,0.257,0.148,0.0144,0.364,-18.369,0.0347,78.277,10,1,187560,2
Richard Hayman Symphony Orchestra,['pops orchestra'],34,0.0558,0.858,0.158,0.146,0.402,0.129,-17.775,0.0353,134.288,5,1,209973,2
Richard Hell,"['early us punk', 'post-punk', 'protopunk', 'pub rock', 'punk', 'punk blues', 'uk post-punk']",51,0.546,0.275,0.44,0.904,7.45E-06,0.106,-4.409,0.177,138.104,11,0,167840,2
Richard Heyman Orchestra,[],28,0.0562,0.906,0.235,0.206,1.99E-06,0.111,-14.105,0.034,91.705,7,0,180427,2
Richard Hickox,"['classical performance', 'orchestral performance']",47,0.458,0.931,0.339,0.0937,0.293,0.252,-20.267,0.0394,123.048,2,1,167640,2
Richard Himber and his Orchestra,[],2.226415094,0.507849057,0.919,0.445358491,0.311867925,0.072727115,0.175407547,-10.87135849,0.048120755,121.2131509,10,1,181166.8491,53
Richard Kapp,[],15,0.927,0.896,0.747,0.414,0.924,0.0987,-11.81,0.0814,80.693,2,1,106627,1
Richard Kiley,[],8.75,0.19375,0.95075,0.279,0.31275,0.002346173,0.1411,-12.0365,0.0342,88.92725,5,1,232296.75,4
Richard Kraus,[],0,0.15229,0.9606,0.3257,0.2504,0.098321322,0.4898,-15.0975,0.05271,100.1439,4,1,213914.6,20
Richard Lamb,[],3,0.69,0.739,0.688,0.439,0,0.109,-11.103,0.0813,122.222,10,1,187627,1
Richard Levitt,[],0.7,0.7387,0.32806,0.5756,0.6859,0.0955659,0.22709,-7.2371,0.04591,115.3608,8,1,191480.6,10
Richard Lewis,[],0.333333333,0.110466667,0.991666667,0.238333333,0.0325,0.269323,0.1122,-26.12533333,0.046566667,116.8006667,7,1,296822,6
Richard M. Sherman,"['broadway', 'disney', 'movie tunes']",42,0.76225,0.74975,0.60375,0.292,0.03525,0.16825,-15.23125,0.1381,110.02,7,1,171463.25,4
Richard Maltby Jr.,[],35,0.134,0.76,0.342,0.214,0,0.441,-16.442,0.0305,96.552,11,1,265373,1
Richard Marlow,[],17.5,0.0306,0.988,0.134,0.0258,0.5045,0.08425,-32.0095,0.0465,111.601,7,0,537307,4
Richard Marx,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",50.88,0.49312,0.285532,0.53632,0.54688,0.001681896,0.137196,-11.28924,0.030752,122.56164,7,1,292417.04,25
Richard Mayner,[],45,0.522,0.00726,0.39,0.301,0.015,0.0602,-16.951,0.0311,160.52,7,0,165333,2
Richard Mayr,['vintage classical singing'],0,0.4015,0.9955,0.5095,0.0465,0.2635273,0.128,-24.938,0.06485,80.4505,2,1,227846.5,2
Richard Niles,[],27,0.44,0.01,0.535,0.702,0.295,0.202,-10.379,0.0371,90.439,6,0,275240,2
Richard O'Brien,['hollywood'],53,0.410888889,0.395555556,0.385111111,0.447222222,0.003739522,0.222733333,-13.38644444,0.121666667,135.5806667,1,1,202906.5556,9
Richard Oneto,[],6.666666667,0.1012,0.952666667,0.267666667,0.357333333,0.205349567,0.174,-11.84433333,0.0413,100.373,9,0,291217.6667,3
Richard P. Condie,[],14.8902439,0.254204878,0.951939024,0.246586585,0.204547561,0.177304493,0.161504878,-20.66070732,0.037232927,109.4925366,10,1,169879.6829,82
Richard Peel,[],4,0.556,0.934,0.471,0.307,2.45E-06,0.212,-13.688,0.0773,137.398,1,1,194467,1
Richard Pryor,"['black comedy', 'comedy']",25.07692308,0.298496154,0.776384615,0.465769231,0.709769231,0.000258683,0.679807692,-12.83292308,0.772676923,94.29834615,6,1,203127.2692,26
Richard Reynoso,['classic opm'],45.5,0.2265,0.283,0.584,0.3885,6.20E-07,0.176,-9.591,0.0262,94.4745,10,1,287227.5,4
Richard Rodeney Bennett,[],1,0.173,0.941,0.284,0.33,0.507,0.123,-5.752,0.0332,122.503,3,1,87479,1
